booking_id,client_id,booking_date,course_name,course_category,number_of_participants,revenue,payment_date,payment_status
B01069,C0134,2024-01-15,Strategic Marketing,Sales & Marketing,25,175850,2024-02-05,Pending
B01070,C0134,2024-02-08,Internal Audit,Finance & Accounting,22,198418,2024-03-02,Overdue
B01071,C0134,2024-03-05,Project Planning & Execution,Project Management,13,98150,2024-03-30,Pending
B01072,C0134,2024-04-02,Project Planning & Execution,Project Management,14,128744,2024-04-18,Paid
B01073,C0134,2024-05-15,Leadership Excellence Program,Leadership & Management,17,107304,2024-06-05,Overdue
B01074,C0134,2024-06-04,Complaint Handling,Customer Service,10,40620,2024-06-19,Paid
B01075,C0134,2024-07-06,Financial Analysis,Finance & Accounting,19,169252,2024-07-08,Paid
B01076,C0134,2024-08-15,Leadership Team Offsite,Team Building,23,98003,2024-09-03,Paid
B01077,C0135,2024-03-17,Finance for Non-Finance,Finance & Accounting,3,25974,2024-04-08,Pending
B01078,C0135,2024-04-30,Executive Assistant Excellence,Administration,8,34496,2024-05-15,Paid
B01079,C0136,2023-02-08,Risk Management,Project Management,23,159206,2023-02-27,Paid
B01080,C0136,2023-04-11,Talent Acquisition,Human Resources,12,97308,2023-04-12,Paid
B01081,C0136,2023-06-13,Conflict Resolution,Communication Skills,23,110446,2023-06-22,Paid
B01082,C0136,2023-08-08,Business Writing,Administration,17,63682,2023-08-18,Paid
B01083,C0136,2023-10-06,Complaint Handling,Customer Service,25,69075,2023-10-22,Paid
B01084,C0136,2023-11-20,Complaint Handling,Customer Service,11,39699,2023-11-23,Paid
B01085,C0136,2024-01-05,Finance for Non-Finance,Finance & Accounting,21,157038,2024-02-04,Overdue
B01086,C0136,2024-03-12,Advanced Excel,Administration,23,88182,2024-03-22,Paid
B01087,C0136,2024-05-09,Executive Leadership,Leadership & Management,15,93495,2024-05-09,Paid
B01088,C0136,2024-07-08,Executive Leadership,Leadership & Management,20,148500,2024-07-17,Paid
B01089,C0136,2024-09-06,Digital Marketing,Sales & Marketing,18,133416,2024-09-25,Paid
B01090,C0136,2024-10-20,PMP Certification Prep,Project Management,23,185978,2024-10-28,Paid
B01091,C0136,2024-12-06,Strategic Marketing,Sales & Marketing,21,113673,2024-12-15,Paid
B01092,C0136,2025-01-18,Agile & Scrum Fundamentals,Project Management,13,148954,2025-01-18,Paid
B01093,C0136,2025-03-03,Office Management,Administration,14,57778,2025-03-14,Paid
B01094,C0136,2025-04-24,Virtual Team Building,Team Building,21,125706,2025-05-18,Overdue
B01095,C0136,2025-06-04,Compensation & Benefits,Human Resources,18,104958,2025-06-22,Paid
B01096,C0136,2025-07-22,Conflict Resolution,Communication Skills,12,40128,2025-07-26,Paid
B01097,C0136,2025-09-06,Critical Thinking,Personal Development,13,34996,2025-09-24,Paid
B01098,C0137,2023-02-20,Budgeting & Forecasting,Finance & Accounting,12,83160,2023-03-09,Paid
B01099,C0137,2023-04-12,Team Building Workshop,Team Building,7,29253,2023-04-16,Paid
B01100,C0137,2023-06-17,Talent Acquisition,Human Resources,11,77165,2023-07-09,Overdue
B01101,C0137,2023-07-27,Leadership Team Offsite,Team Building,13,88322,2023-08-07,Paid
B01102,C0137,2023-09-04,Negotiation Skills,Communication Skills,12,62004,2023-09-26,Pending
B01103,C0137,2023-11-10,Complaint Handling,Customer Service,6,29862,2023-11-23,Paid
B01104,C0137,2024-01-03,AI for Business Leaders,AI & Technology,13,143403,2024-01-03,Paid
B01105,C0137,2024-02-28,Prince2 Foundation,Project Management,14,121912,2024-03-21,Pending
B01106,C0137,2024-04-15,Financial Analysis,Finance & Accounting,5,34990,2024-05-10,Pending
B01107,C0138,2021-12-24,Conflict Resolution,Communication Skills,32,182016,2022-01-05,Paid
B01108,C0138,2022-03-27,Email Writing Mastery,Communication Skills,34,133280,2022-04-02,Paid
B01109,C0138,2022-07-08,HR Management Essentials,Human Resources,15,84840,2022-07-26,Paid
B01110,C0138,2022-10-08,Performance Appraisal,Human Resources,33,248325,2022-10-08,Paid
B01111,C0138,2022-12-25,ISO 9001 Quality Management,Compliance & Quality,31,282720,2023-01-10,Paid
B01112,C0138,2023-03-16,Advanced Excel,Administration,31,120156,2023-03-25,Paid
B01113,C0138,2023-06-14,Employee Relations,Human Resources,24,181560,2023-06-22,Paid
B01114,C0138,2023-09-22,Data Literacy for Leaders,AI & Technology,18,120870,2023-09-29,Paid
B01115,C0138,2023-12-23,Team Management Essentials,Leadership & Management,32,243456,2024-01-01,Paid
B01116,C0139,2022-02-21,ISO 9001 Quality Management,Compliance & Quality,11,84513,2022-03-19,Pending
B01117,C0139,2022-04-27,Generative AI Essentials,AI & Technology,13,71942,2022-05-17,Paid
B01118,C0139,2022-06-29,Presentation Skills,Communication Skills,21,86184,2022-07-01,Paid
B01119,C0139,2022-08-11,Advanced Excel,Administration,18,98784,2022-08-15,Paid
B01120,C0139,2022-10-14,Customer Service Excellence,Customer Service,19,69901,2022-10-15,Paid
B01121,C0139,2022-11-22,Critical Thinking,Personal Development,10,37870,2022-11-29,Paid
B01122,C0139,2023-01-04,Team Building Workshop,Team Building,18,72252,2023-01-12,Paid
B01123,C0139,2023-03-07,Strategic Leadership,Leadership & Management,13,111917,2023-04-06,Overdue
B01124,C0140,2021-03-04,Finance for Non-Finance,Finance & Accounting,21,173838,2021-03-08,Paid
B01125,C0140,2021-06-16,Service Quality Management,Customer Service,22,111980,2021-07-09,Overdue
B01126,C0140,2021-09-26,Negotiation Skills,Communication Skills,19,88198,2021-09-28,Paid
B01127,C0140,2021-12-26,Strategic Marketing,Sales & Marketing,20,116960,2021-12-31,Paid
B01128,C0140,2022-04-16,Internal Control Systems,Compliance & Quality,20,145280,2022-05-04,Paid
B01129,C0140,2022-07-24,Strategic Marketing,Sales & Marketing,20,130080,2022-08-02,Paid
B01130,C0140,2022-10-24,Strategic Leadership,Leadership & Management,24,169992,2022-11-21,Pending
B01131,C0140,2023-01-27,Internal Control Systems,Compliance & Quality,27,274914,2023-02-02,Paid
B01132,C0141,2021-12-22,Compensation & Benefits,Human Resources,9,87507,2022-01-11,Paid
B01133,C0141,2022-02-27,Email Writing Mastery,Communication Skills,3,19398,2022-03-15,Paid
B01134,C0142,2023-12-02,Problem Solving,Personal Development,5,17705,2023-12-09,Paid
B01135,C0142,2024-01-28,Innovation Workshop,Team Building,6,30576,2024-02-01,Paid
B01136,C0142,2024-03-09,Critical Thinking,Personal Development,14,36344,2024-04-03,Pending
B01137,C0142,2024-04-28,ISO 9001 Quality Management,Compliance & Quality,6,68658,2024-05-21,Overdue
B01138,C0142,2024-06-17,Advanced Excel,Administration,6,25968,2024-06-21,Paid
B01139,C0142,2024-07-25,Digital Marketing,Sales & Marketing,14,102984,2024-08-08,Paid
B01140,C0142,2024-09-04,Internal Control Systems,Compliance & Quality,7,66626,2024-09-14,Paid
B01141,C0142,2024-11-07,Digital Marketing,Sales & Marketing,7,41986,2024-11-08,Paid
B01142,C0142,2024-12-15,Generative AI Essentials,AI & Technology,9,104760,2025-01-01,Paid
B01143,C0142,2025-02-15,Agile & Scrum Fundamentals,Project Management,5,73785,2025-02-16,Paid
B01144,C0143,2024-04-16,Leadership Excellence Program,Leadership & Management,22,134552,2024-04-23,Paid
B01145,C0143,2024-06-17,Complaint Handling,Customer Service,27,82674,2024-06-28,Paid
B01146,C0143,2024-08-31,Problem Solving,Personal Development,24,80064,2024-09-29,Overdue
B01147,C0143,2024-11-26,Office Management,Administration,18,84348,2024-12-01,Paid
B01148,C0143,2025-02-19,Agile & Scrum Fundamentals,Project Management,22,165176,2025-03-21,Overdue
B01149,C0143,2025-05-02,Presentation Skills,Communication Skills,17,86989,2025-05-12,Paid
B01150,C0143,2025-07-04,Agile & Scrum Fundamentals,Project Management,26,192114,2025-08-01,Pending
B01151,C0144,2024-12-07,Emotional Intelligence,Personal Development,9,39834,2025-01-04,Pending
B01152,C0144,2025-01-08,Finance for Non-Finance,Finance & Accounting,12,97128,2025-02-06,Overdue
B01153,C0144,2025-02-12,Risk & Compliance,Compliance & Quality,6,42102,2025-03-11,Pending
B01154,C0144,2025-03-13,Innovation Workshop,Team Building,15,58650,2025-03-23,Paid
B01155,C0144,2025-04-20,Risk Management,Project Management,11,109010,2025-05-13,Overdue
B01156,C0144,2025-05-14,Internal Control Systems,Compliance & Quality,6,47562,2025-06-01,Paid
B01157,C0144,2025-06-23,Complaint Handling,Customer Service,9,32328,2025-06-25,Paid
B01158,C0144,2025-07-25,Internal Audit,Finance & Accounting,7,55923,2025-08-18,Overdue
B01159,C0144,2025-08-17,Presentation Skills,Communication Skills,10,46950,2025-08-30,Paid
B01160,C0144,2025-10-03,Digital Marketing,Sales & Marketing,11,69784,2025-10-28,Overdue
B01161,C0144,2025-11-12,Project Planning & Execution,Project Management,15,127665,2025-11-24,Paid
B01162,C0144,2025-12-22,Customer Service Excellence,Customer Service,13,55640,2026-01-08,Paid
B01163,C0145,2024-05-08,Virtual Team Building,Team Building,22,128634,2024-05-10,Paid
B01164,C0145,2024-06-24,Compensation & Benefits,Human Resources,26,132834,2024-06-30,Paid
B01165,C0145,2024-08-19,Strategic Leadership,Leadership & Management,26,255762,2024-09-03,Paid
B01166,C0145,2024-09-25,Project Planning & Execution,Project Management,18,129852,2024-10-24,Overdue
B01167,C0145,2024-11-06,Negotiation Skills,Communication Skills,19,76000,2024-11-20,Paid
B01168,C0145,2024-12-08,Risk Management,Project Management,32,311392,2024-12-15,Paid
B01169,C0145,2025-01-25,Performance Appraisal,Human Resources,22,116446,2025-02-17,Pending
B01170,C0145,2025-03-18,Agile & Scrum Fundamentals,Project Management,19,179132,2025-04-10,Pending
B01171,C0145,2025-04-30,Business Writing,Administration,28,119504,2025-05-01,Paid
B01172,C0145,2025-06-15,Business Writing,Administration,18,95058,2025-07-03,Paid
B01173,C0145,2025-08-02,Change Management,Leadership & Management,30,302550,2025-08-29,Pending
B01174,C0145,2025-09-25,Strategic Leadership,Leadership & Management,19,161367,2025-09-29,Paid
B01175,C0145,2025-11-16,Performance Management,Leadership & Management,22,142692,2025-11-16,Paid
B01176,C0146,2021-08-02,ISO 9001 Quality Management,Compliance & Quality,10,79460,2021-08-05,Paid
B01177,C0146,2021-09-16,Risk Management,Project Management,11,123992,2021-09-17,Paid
B01178,C0146,2021-11-20,Time Management,Personal Development,15,64515,2021-11-25,Paid
B01179,C0146,2022-01-05,Leadership Excellence Program,Leadership & Management,22,195778,2022-01-26,Overdue
B01180,C0146,2022-03-02,Data Literacy for Leaders,AI & Technology,18,171144,2022-03-18,Paid
B01181,C0146,2022-05-05,Budgeting & Forecasting,Finance & Accounting,17,144058,2022-06-03,Pending
B01182,C0146,2022-06-19,Finance for Non-Finance,Finance & Accounting,12,109872,2022-07-01,Paid
B01183,C0146,2022-08-22,Project Planning & Execution,Project Management,16,153408,2022-09-10,Paid
B01184,C0146,2022-10-18,Executive Leadership,Leadership & Management,17,147577,2022-10-23,Paid
B01185,C0146,2022-12-20,Internal Control Systems,Compliance & Quality,12,110532,2023-01-04,Paid
B01186,C0146,2023-03-01,Internal Audit,Finance & Accounting,22,179806,2023-03-06,Paid
B01187,C0146,2023-04-20,Executive Leadership,Leadership & Management,21,186963,2023-04-26,Paid
B01188,C0146,2023-06-15,Finance for Non-Finance,Finance & Accounting,13,81263,2023-06-17,Paid
B01189,C0146,2023-08-08,Negotiation Skills,Communication Skills,20,61420,2023-08-15,Paid
B01190,C0146,2023-10-11,Financial Analysis,Finance & Accounting,15,139425,2023-10-14,Paid
B01191,C0146,2023-12-01,Change Management,Leadership & Management,16,161712,2023-12-01,Paid
B01192,C0146,2024-01-25,Leadership Team Offsite,Team Building,19,76988,2024-02-11,Paid
B01193,C0147,2023-04-03,Digital Marketing,Sales & Marketing,16,70656,2023-04-13,Paid
B01194,C0147,2023-06-14,Performance Management,Leadership & Management,24,144192,2023-06-25,Paid
B01195,C0147,2023-08-26,Leadership Team Offsite,Team Building,24,161688,2023-09-07,Paid
B01196,C0147,2023-11-01,Key Account Management,Sales & Marketing,21,112224,2023-11-25,Overdue
B01197,C0147,2024-01-23,Team Building Workshop,Team Building,26,176514,2024-01-27,Paid
B01198,C0147,2024-04-15,Business Writing,Administration,18,74304,2024-04-28,Paid
B01199,C0147,2024-06-20,Virtual Team Building,Team Building,31,116281,2024-07-06,Paid
B01200,C0147,2024-09-11,Risk & Compliance,Compliance & Quality,19,116166,2024-09-29,Paid
B01201,C0147,2024-12-10,ISO 9001 Quality Management,Compliance & Quality,27,250290,2024-12-28,Paid
B01202,C0148,2021-04-16,Critical Thinking,Personal Development,12,60600,2021-04-23,Paid
B01203,C0148,2021-06-02,Performance Appraisal,Human Resources,14,108864,2021-06-24,Pending
B01204,C0148,2021-08-05,Key Account Management,Sales & Marketing,20,116140,2021-08-30,Pending
B01205,C0148,2021-10-01,Business Communication,Communication Skills,19,80332,2021-10-20,Paid
B01206,C0148,2021-11-15,Complaint Handling,Customer Service,11,55341,2021-12-09,Overdue
B01207,C0148,2022-01-25,Compensation & Benefits,Human Resources,16,115600,2022-02-13,Paid
B01208,C0149,2025-06-28,PMP Certification Prep,Project Management,2,18336,2025-07-22,Overdue
B01209,C0149,2025-08-30,Data Literacy for Leaders,AI & Technology,3,31761,2025-09-02,Paid
B01210,C0149,2025-11-03,Sales Fundamentals,Sales & Marketing,7,39865,2025-12-02,Overdue
B01211,C0150,2022-01-17,HR Analytics,Human Resources,12,71880,2022-02-10,Overdue
B01212,C0150,2022-02-21,Problem Solving,Personal Development,7,24549,2022-03-11,Paid
B01213,C0150,2022-03-21,Strategic Marketing,Sales & Marketing,5,32440,2022-04-17,Overdue
B01214,C0150,2022-04-18,Email Writing Mastery,Communication Skills,11,56452,2022-05-17,Pending
B01215,C0150,2022-05-07,Service Quality Management,Customer Service,10,43340,2022-06-03,Overdue
B01216,C0150,2022-05-26,Negotiation Skills,Communication Skills,6,37764,2022-06-08,Paid
B01217,C0150,2022-06-17,Key Account Management,Sales & Marketing,12,61968,2022-07-15,Pending
B01218,C0150,2022-07-26,Emotional Intelligence,Personal Development,15,41220,2022-08-18,Pending
B01219,C0150,2022-09-05,Business Writing,Administration,13,39026,2022-09-09,Paid
B01220,C0150,2022-10-06,PMP Certification Prep,Project Management,9,99702,2022-10-11,Paid
B01221,C0151,2021-11-14,Executive Assistant Excellence,Administration,6,29574,2021-11-28,Paid
B01222,C0151,2021-12-05,Sales Fundamentals,Sales & Marketing,15,91680,2022-01-02,Overdue
B01223,C0151,2022-01-10,PMP Certification Prep,Project Management,6,56856,2022-02-02,Pending
B01224,C0151,2022-02-02,Email Writing Mastery,Communication Skills,11,40359,2022-02-14,Paid
B01225,C0152,2021-07-01,Risk Management,Project Management,12,93756,2021-07-21,Paid
B01226,C0152,2021-07-28,Performance Appraisal,Human Resources,10,70770,2021-07-29,Paid
B01227,C0152,2021-09-02,Time Management,Personal Development,11,30426,2021-10-01,Overdue
B01228,C0152,2021-10-04,ISO 9001 Quality Management,Compliance & Quality,11,101706,2021-10-10,Paid
B01229,C0152,2021-10-27,Executive Leadership,Leadership & Management,8,57496,2021-11-26,Overdue
B01230,C0152,2021-12-05,Finance for Non-Finance,Finance & Accounting,9,71478,2021-12-07,Paid
B01231,C0152,2022-01-14,Risk Management,Project Management,6,61458,2022-01-26,Paid
B01232,C0152,2022-02-15,Performance Management,Leadership & Management,9,96282,2022-03-14,Overdue
B01233,C0152,2022-03-07,AI for Business Leaders,AI & Technology,8,95880,2022-04-04,Overdue
B01234,C0152,2022-04-01,HR Management Essentials,Human Resources,5,31890,2022-04-29,Overdue
B01235,C0152,2022-05-02,Business Communication,Communication Skills,9,37557,2022-05-08,Paid
B01236,C0152,2022-05-20,Presentation Skills,Communication Skills,11,51161,2022-06-04,Paid
B01237,C0152,2022-06-23,Generative AI Essentials,AI & Technology,7,85449,2022-07-06,Paid
B01238,C0153,2023-07-17,Emotional Intelligence,Personal Development,4,17304,2023-08-07,Overdue
B01239,C0153,2023-09-11,Leadership Excellence Program,Leadership & Management,4,43028,2023-10-10,Pending
B01240,C0153,2023-11-20,Strategic Marketing,Sales & Marketing,7,38255,2023-12-15,Overdue
B01241,C0153,2024-01-03,HR Analytics,Human Resources,10,76140,2024-01-03,Paid
B01242,C0153,2024-03-04,Service Quality Management,Customer Service,4,22392,2024-03-18,Paid
B01243,C0153,2024-05-12,Critical Thinking,Personal Development,3,9447,2024-05-18,Paid
B01244,C0153,2024-07-23,Virtual Team Building,Team Building,5,28605,2024-08-14,Pending
B01245,C0153,2024-09-24,Time Management,Personal Development,8,31080,2024-10-05,Paid
B01246,C0153,2024-11-13,Performance Appraisal,Human Resources,5,49900,2024-12-04,Pending
B01247,C0153,2024-12-29,Negotiation Skills,Communication Skills,7,24962,2025-01-07,Paid
B01248,C0153,2025-03-06,Budgeting & Forecasting,Finance & Accounting,10,63920,2025-03-28,Overdue
B01249,C0153,2025-05-10,Problem Solving,Personal Development,9,42255,2025-05-23,Paid
B01250,C0153,2025-07-11,Presentation Skills,Communication Skills,7,48244,2025-07-28,Paid
B01251,C0154,2025-07-27,Agile & Scrum Fundamentals,Project Management,20,199880,2025-08-09,Paid
B01252,C0155,2021-10-04,Complaint Handling,Customer Service,22,77902,2021-10-31,Overdue
B01253,C0155,2021-12-18,Critical Thinking,Personal Development,19,94867,2022-01-06,Paid
B01254,C0155,2022-02-17,PMP Certification Prep,Project Management,12,148932,2022-03-15,Pending
B01255,C0155,2022-05-01,Performance Management,Leadership & Management,10,88130,2022-05-04,Paid
B01256,C0156,2023-12-22,Employee Relations,Human Resources,12,84240,2024-01-03,Paid
B01257,C0156,2024-02-27,Agile & Scrum Fundamentals,Project Management,8,94768,2024-03-28,Pending
B01258,C0156,2024-04-22,Presentation Skills,Communication Skills,12,52944,2024-05-21,Overdue
B01259,C0156,2024-06-02,Leadership Excellence Program,Leadership & Management,10,75080,2024-06-18,Paid
B01260,C0156,2024-07-30,Financial Analysis,Finance & Accounting,9,77994,2024-08-08,Paid
B01261,C0156,2024-09-20,ISO 9001 Quality Management,Compliance & Quality,11,83941,2024-09-20,Paid
B01262,C0156,2024-11-13,Customer Service Excellence,Customer Service,5,15315,2024-11-13,Paid
B01263,C0156,2025-01-08,Risk Management,Project Management,10,126530,2025-02-03,Overdue
B01264,C0156,2025-03-12,Business Communication,Communication Skills,7,40901,2025-03-25,Paid
B01265,C0156,2025-04-20,Compensation & Benefits,Human Resources,13,110344,2025-05-02,Paid
B01266,C0156,2025-06-18,Talent Acquisition,Human Resources,14,102802,2025-06-30,Paid
B01267,C0156,2025-08-04,Executive Leadership,Leadership & Management,14,125118,2025-08-08,Paid
